lon,lat,verified
-1.41,40.08,1
-1.4,43.17,1
-3.63,43.19,1
-3.3,43.32,1
-5.03,43.4,1
-1.59,40.75,1
-1.55,39.66,1
-3.12,43.29,1
-1.77,43.34,1
16.04444,48.87167,1
13.00502,55.5312,1
12.87925,55.87044,1
15.61705,58.40162,1
15.05045,58.54978,1
14.87609,58.27527,1
36.30432,54.207093,1
36.331875,54.17766,1
38.455774,53.198942,1
38.441265,53.198613,1
38.684762,53.672164,1
37.710153,54.170512,1
2.4757,41.6083,1
45.28,39.67,1
2.46,41.6,1
2.4257,41.5755,1
1.74,41.59,1
0.56,40.94,1
1.0,42.39,1
2.58,41.6,1
2.82,41.69,1
2.5672,41.625,1
0.99,42.66,1
2.1,41.68,1
1.49,42.22,1
2.81,43.49,1
1.3898,42.1735,1
5.71496,52.0154,1
5.569108,51.970774,1
4.472214,52.237003,1
5.641871,51.970639,1
2.5,42.583333,1
5.642125,52.015579,1
8.1,44.133333,1
3.881446,51.520807,1
5.853417,52.065697,1
5.773769,52.078138,1
7.916667,44.15,1
6.516667,52.783333,1
5.204188,52.24041,1
5.423052,51.296756,1
5.802195,51.997149,1
4.83929,52.1494,1
5.714633,51.97046,1
5.42479,53.417826,1
5.423654,52.060789,1
5.364904,52.887634,1
6.343969,52.137809,1
5.349588,53.40884,1
5.218863,52.231444,1
6.163115,53.487203,1
6.253687,53.495568,1
5.409743,53.408844,1
5.919199,50.801123,1
5.424782,53.40884,1
5.019824,53.282474,1
4.327981,52.145914,1
6.141418,51.384229,1
5.598129,51.952749,1
5.00483,53.282426,1
4.752732,53.092635,1
6.178347,53.49609,1
6.902939,52.680238,1
5.848713,50.846373,1
4.989919,53.273391,1
5.063937,53.298327,1
4.975015,53.264354,1
5.214422,53.36379,1
5.758438,51.988306,1
4.11528,51.919096,1
6.802948,52.789327,1
4.974928,53.27334,1
6.936639,52.796644,1
5.06467,53.300576,1
5.204373,52.195471,1
5.04967,53.300534,1
5.204742,52.105593,1
4.754051,53.002775,1
4.557916,51.563499,1
3.548755,51.552022,1
5.716943,52.285032,1
5.787394,51.970235,1
5.189668,52.213423,1
6.831992,52.771001,1
6.907622,52.814995,1
5.062424,53.30012,1
5.394706,53.417832,1
5.569838,52.150534,1
3.900279,51.826684,1
6.234129,52.507152,1
5.244408,53.381802,1
5.034744,53.291505,1
5.598382,52.006678,1
5.932862,50.75611,1
5.134299,51.656046,1
6.098504,53.227004,1
4.929713,51.88014,1
5.82048,50.864461,1
5.945458,51.807801,1
5.835271,52.392495,1
5.204558,52.150532,1
6.63776,53.231554,1
4.430234,52.146789,1
5.857806,51.745264,1
5.864943,52.419342,1
5.864943,52.419342,1
6.006289,52.01423,1
5.873056,51.817111,1
5.864943,52.419342,1
5.350965,51.791142,1
3.552369,51.462179,1
6.805853,51.962373,1
4.117815,51.829235,1
6.095544,53.047289,1
5.858273,51.790205,1
5.933459,52.01459,1
5.908406,52.365233,1
5.831672,52.032994,1
4.614687,52.462717,1
4.545404,52.237548,1
5.934555,52.104466,1
5.858741,51.835146,1
5.920735,50.935965,1
4.329047,52.100982,1
5.962131,51.978501,1
6.223096,51.923008,1
5.858273,51.790205,1
5.276149,52.734806,1
4.55803,52.345492,1
5.991635,50.91764,1
5.943539,52.823426,1
5.864458,52.374406,1
5.930742,51.789893,1
4.329047,52.100982,1
4.327981,52.145914,1
5.850994,51.767332,1
3.627741,51.373435,1
5.706715,50.846848,1
6.058363,50.86019,1
6.937917,52.832579,1
6.610279,52.791469,1
6.00691,52.059168,1
4.327981,52.145914,1
5.930203,51.744953,1
5.864943,52.419342,1
5.725911,53.453297,1
5.938439,52.419022,1
4.327981,52.145914,1
4.774236,51.564829,1
5.850047,50.981216,1
4.327981,52.145914,1
5.319525,53.39984,1
5.898717,52.796667,1
5.864943,52.419342,1
5.97567,51.691296,1
6.018365,52.867987,1
5.424511,53.094322,1
5.130986,52.240274,1
4.257221,52.055373,1
4.271126,52.082471,1
5.931283,51.834833,1
5.864458,52.374406,1
5.706715,50.846848,1
4.285713,52.082608,1
6.158135,52.372856,1
6.836471,52.905761,1
4.400024,52.19148,1
6.617386,53.043039,1
5.277614,52.150623,1
5.13176,52.105457,1
5.827966,52.395075,1
5.944863,52.684417,1
5.864943,52.419342,1
5.806758,50.91845,1
5.941826,52.688628,1
5.277614,52.150623,1
6.012569,52.463592,1
4.329047,52.100982,1
6.44007,51.876324,1
3.61907,51.598052,1
6.424062,52.14533,1
6.15118,51.968438,1
5.977275,52.023367,1
4.471289,52.281936,1
4.827953,53.048079,1
5.350633,52.195608,1
5.957434,52.751464,1
5.942395,52.733561,1
5.058779,52.105276,1
5.787794,52.015175,1
5.942395,52.733561,1
5.699022,51.8177,1
5.861102,52.059844,1
6.965538,52.364833,1
3.798153,51.429811,1
6.376366,52.281352,1
6.006165,52.005242,1
6.679864,52.637941,1
5.857806,51.745264,1
5.713331,51.790696,1
5.91869,50.756175,1
6.227295,52.147686,1
5.931283,51.834833,1
5.424396,52.959524,1
5.71496,52.0154,1
6.171732,53.136679,1
4.343672,51.471896,1
5.948324,50.863917,1
6.071605,51.519494,1
5.887751,51.795126,1
5.844051,51.817227,1
4.270902,52.091457,1
5.523115,52.855961,1
5.848713,50.846373,1
6.022255,52.113015,1
5.778466,50.936528,1
4.401019,52.146548,1
5.944904,51.762861,1
6.61995,53.132883,1
5.133796,51.745931,1
6.913925,52.994666,1
5.791445,52.419616,1
5.722041,52.959059,1
4.616257,52.37285,1
5.929988,51.726976,1
5.801182,53.45306,1
6.006289,52.01423,1
6.296682,51.967405,1
5.928035,52.769576,1
5.891021,50.819228,1
5.873056,51.817111,1
5.876548,50.79232,1
6.787992,52.322129,1
6.395854,53.134992,1
5.638129,51.296494,1
5.860627,52.014905,1
5.860154,51.969966,1
6.800652,52.25906,1
6.733124,51.963226,1
5.277614,52.150623,1
5.206198,51.746065,1
5.412811,52.922043,1
5.94264,51.822753,1
6.006289,52.01423,1
4.616257,52.37285,1
4.271126,52.082471,1
5.945458,51.807801,1
5.523263,52.865325,1
5.785407,51.745532,1
5.779221,51.026423,1
6.224769,52.01288,1
5.806275,50.864513,1
6.733124,51.963226,1
6.602478,53.043193,1
6.4172,52.146181,1
4.328834,52.109969,1
5.930203,51.744953,1
6.097761,53.182076,1
5.858273,51.790205,1
5.791445,52.419616,1
4.91519,51.880083,1
6.161279,52.552588,1
5.692339,50.819916,1
5.495463,51.602337,1
5.846336,52.041926,1
5.379895,52.132698,1
3.627741,51.373435,1
5.641871,51.970639,1
5.997856,52.463668,1
6.156575,52.282988,1
5.930203,51.744953,1
6.29942,52.102209,1
4.401019,52.146548,1
4.257221,52.055373,1
5.923413,52.392128,1
6.00048,52.65239,1
5.798584,53.183483,1
5.930203,51.744953,1
5.278273,51.88098,1
5.933699,50.828026,1
4.572704,52.345595,1
5.572836,52.869518,1
5.864458,52.374406,1
5.942395,52.733561,1
6.733124,51.963226,1
4.25654,52.082332,1
5.732436,52.39284,1
5.204742,52.105593,1
5.541644,52.855858,1
5.873153,51.826099,1
4.622454,52.013369,1
4.542842,52.372348,1
5.952022,51.16955,1
6.455031,52.505365,1
5.965724,52.257113,1
4.616257,52.37285,1
4.327981,52.145914,1
5.204188,52.24041,1
5.713008,51.745755,1
6.521734,52.235104,1
5.786199,51.835414,1
5.714633,51.97046,1
5.277614,52.150623,1
5.560737,52.893207,1
5.858273,51.790205,1
5.716611,52.240094,1
5.057783,52.240092,1
4.343672,51.471896,1
5.717277,52.32997,1
6.006413,52.023217,1
5.927924,52.760589,1
5.727961,51.808632,1
4.847411,51.475299,1
6.767892,53.086324,1
5.205474,51.925832,1
6.006413,52.023217,1
6.232407,52.417287,1
5.786199,51.835414,1
6.617642,53.052024,1
4.28527,52.100581,1
5.778177,52.581434,1
5.941257,52.643695,1
5.496782,52.150624,1
5.91971,50.846071,1
4.329047,52.100982,1
3.983934,51.468141,1
5.891505,50.864176,1
6.015772,52.688259,1
5.874998,51.99687,1
5.204558,52.150532,1
6.156575,52.282988,1
4.27062,51.516169,1
6.006289,52.01423,1
6.012569,52.463592,1
5.917826,52.319407,1
5.816755,51.997096,1
6.679864,52.637941,1
6.325513,52.760053,1
5.350744,52.060789,1
6.393756,53.045141,1
3.910545,51.512187,1
5.834999,52.365533,1
5.523115,52.855961,1
4.317639,51.563873,1
5.834599,50.855418,1
6.468302,53.044487,1
4.544552,52.282482,1
4.914999,52.061327,1
5.949351,53.272732,1
6.75511,52.682035,1
6.090438,52.732776,1
5.913833,52.011,1
5.642125,52.015579,1
6.1535,52.4835,1
5.678147,50.819952,1
0.75,43.366667,1
5.56929,52.015714,1
6.021109,52.032128,1
5.206914,51.566293,1
5.204926,52.060653,1
6.302964,52.982966,1
5.00491,53.27344,1
5.019746,53.29146,1
5.259437,53.381819,1
5.758364,51.979318,1
5.725911,53.453297,1
4.845812,51.610125,1
6.140552,52.202199,1
6.318239,53.000821,1
4.912819,52.104779,1
5.858554,51.81717,1
4.684669,52.687839,1
5.206557,51.656179,1
6.138584,52.085367,1
4.782208,53.119748,1
6.329933,52.164887,1
5.692398,50.828906,1
5.963082,50.908795,1
6.147889,53.478315,1
6.147729,53.46933,1
5.06839,53.30463,1
5.927529,51.520245,1
6.162951,53.478218,1
5.199399,53.363767,1
7.037244,52.318911,1
5.65064,53.453486,1
5.985825,52.661453,1
6.224359,52.767856,1
5.787794,52.015175,1
4.754708,52.957845,1
4.686108,52.597975,1
6.193075,53.478019,1
6.001382,51.654715,1
5.522849,52.837233,1
4.114009,51.964026,1
5.942395,52.733561,1
5.785802,51.790473,1
5.873153,51.826099,1
5.930742,51.789893,1
5.692398,50.828906,1
6.015772,52.688259,1
7.038917,52.36383,1
4.696665,51.923945,1
6.746041,51.909145,1
5.678091,50.810963,1
4.329047,52.100982,1
5.713008,51.745755,1
6.009409,52.238915,1
6.61995,53.132883,1
4.755363,52.912914,1
5.787794,52.015175,1
5.923413,52.392128,1
5.858741,51.835146,1
6.256338,52.138487,1
5.989665,50.76482,1
6.376766,52.299325,1
7.059341,52.902833,1
3.844606,51.331544,1
6.1701,53.046822,1
5.772996,51.988259,1
5.809262,52.376494,1
5.930203,51.744953,1
6.141769,52.274095,1
4.754708,52.957845,1
4.299424,52.118689,1
5.204003,52.285348,1
4.551638,51.905027,1
5.923842,51.20564,1
5.923413,52.392128,1
5.541355,52.837138,1
4.31467,52.091864,1
4.330109,52.05605,1
6.579796,52.216556,1
5.680228,50.812306,1
5.787394,51.970235,1
5.786199,51.835414,1
6.013206,52.508526,1
4.616257,52.37285,1
5.523529,52.884053,1
6.14068,51.339287,1
5.204558,52.150532,1
5.940126,52.553827,1
6.00567,51.969292,1
5.787794,52.015175,1
5.920735,50.935965,1
6.079395,52.0318,1
4.371599,52.155286,1
5.77734,50.801683,1
5.850047,50.981216,1
5.791445,52.419616,1
5.942395,52.733561,1
5.964976,52.000526,1
5.820581,52.39255,1
5.043906,52.141186,1
5.146502,52.078524,1
4.929713,51.88014,1
5.848713,50.846373,1
5.423617,52.015849,1
5.979183,52.581094,1
6.815294,52.258884,1
6.806421,51.980343,1
6.507217,52.819448,1
4.857628,51.834895,1
6.003515,52.868065,1
5.933459,52.01459,1
5.915619,51.73603,1
5.787714,52.006187,1
5.787794,52.015175,1
5.898612,52.78768,1
5.322402,51.494503,1
4.845276,51.655067,1
5.277503,52.195562,1
6.00321,51.789536,1
5.988664,52.868141,1
4.81316,53.039022,1
6.694642,53.132087,1
5.849156,50.891321,1
3.946146,51.296878,1
3.547667,51.578974,1
5.277614,52.150623,1
5.920427,50.908997,1
4.754708,52.957845,1
5.829022,51.763353,1
4.331169,52.011117,1
4.683222,52.777703,1
5.732436,52.39284,1
6.015772,52.688259,1
5.278491,51.791097,1
4.478627,51.922463,1
6.95794,52.976118,1
6.009409,52.238915,1
3.838541,51.511258,1
5.292206,52.159624,1
6.012569,52.463592,1
6.023634,53.227427,1
5.423617,52.015849,1
5.791035,52.374679,1
4.993301,52.904955,1
5.641111,51.835816,1
5.932913,51.969651,1
6.44535,52.10099,1
5.864458,52.374406,1
5.942966,52.778494,1
5.931283,51.834833,1
5.351037,51.701256,1
5.277503,52.195562,1
5.13176,52.105457,1
6.693281,53.087166,1
4.344696,51.426959,1
6.034048,50.899433,1
5.706715,50.846848,1
5.887546,51.785761,1
5.835271,52.392495,1
6.009409,52.238915,1
4.401019,52.146548,1
5.706408,50.801899,1
5.350062,52.869656,1
4.415626,52.146669,1
3.76654,51.510285,1
6.012569,52.463592,1
6.394803,53.090067,1
5.93788,52.374087,1
6.660391,51.964035,1
6.834974,52.860841,1
5.277614,52.150623,1
4.328621,52.118955,1
4.425652,51.554974,1
4.286376,52.055649,1
5.802195,51.997149,1
5.872863,51.799135,1
6.047656,52.840867,1
4.755363,52.912914,1
5.641363,51.880758,1
4.473138,52.19207,1
7.010554,52.391189,1
3.6671,51.472909,1
7.059341,52.902833,1
6.394803,53.090067,1
5.706715,50.846848,1
5.469334,52.987324,1
5.932913,51.969651,1
5.942395,52.733561,1
4.769964,51.87941,1
6.668088,52.233607,1
4.332226,51.966184,1
6.73178,51.918298,1
4.327981,52.145914,1
5.792069,50.864563,1
4.550807,51.658434,1
5.83293,51.767482,1
6.115255,52.220784,1
5.778089,50.89158,1
6.116603,52.525909,1
6.394803,53.090067,1
6.907622,52.814995,1
6.072955,51.609375,1
5.773376,52.414229,1
6.140239,51.312322,1
6.178347,53.49609,1
5.203966,52.294336,1
5.919505,50.828092,1
5.989785,52.949018,1
5.938439,52.419022,1
5.858741,51.835146,1
5.541781,52.865222,1
4.401019,52.146548,1
4.471289,52.281936,1
6.814717,52.240914,1
5.858273,51.790205,1
5.133796,51.745931,1
5.990706,50.845726,1
5.829197,51.78133,1
5.945458,51.807801,1
4.04262,51.918288,1
5.945266,52.958222,1
5.707022,50.891796,1
5.074131,51.997461,1
4.543698,52.327415,1
6.702888,53.401602,1
5.791445,52.419616,1
5.846336,52.041926,1
5.848713,50.846373,1
4.342799,52.137058,1
5.920427,50.908997,1
6.29942,52.102209,1
6.988369,52.993687,1
4.385806,52.173384,1
4.185542,52.009721,1
5.791445,52.419616,1
6.9917,53.083518,1
5.574383,53.228977,1
6.079118,52.013825,1
4.299862,52.100716,1
5.706408,50.801899,1
5.785407,51.745532,1
5.35067,52.150669,1
5.277503,52.195562,1
5.277835,52.060743,1
5.375508,52.90347,1
6.076769,52.804754,1
4.368033,52.139067,1
4.578367,52.393683,1
9.216667,47.133333,1
-4.559219,42.87972,1
-2.45,41.766667,1
6.064959,52.040872,1
14.98543,58.40336,1
15.67408,58.29434,1
14.89014,58.44854,1
14.63058,58.30209,1
15.85771,58.4154,1
15.0867,58.39475,1
14.66654,58.33474,1
15.60618,58.41282,1
15.15623,58.72944,1
16.66361,49.22611,1
18.06278,49.47611,1
16.97556,49.46778,1
17.70806,49.35944,1
16.03528,49.25833,1
16.34944,49.47889,1
17.63722,49.31694,1
16.02278,49.5625,1
14.94389,49.06139,1
16.6275,49.49528,1
16.36194,49.49472,1
15.74667,49.33028,1
16.65083,49.30139,1
16.05389,49.9425,1
16.63444,49.27194,1
16.20944,49.29139,1
17.7275,49.04917,1
16.45167,49.07694,1
15.78167,49.63111,1
15.81194,49.61444,1
17.65861,49.38528,1
18.78472,49.62583,1
15.91583,49.37028,1
16.53861,49.16167,1
15.96139,49.35139,1
14.92083,49.03306,1
16.36333,49.26528,1
17.05472,50.19972,1
16.31556,48.93972,1
16.05472,49.77528,1
16.50694,49.13694,1
15.74639,49.04417,1
16.64361,49.355,1
15.96111,49.37556,1
16.51972,49.23278,1
18.17417,49.53417,1
16.08472,49.75639,1
15.965,49.33667,1
16.75889,48.9925,1
16.84278,48.97889,1
18.77111,49.61722,1
16.9475,49.1125,1
16.57361,49.20306,1
16.6175,49.26472,1
16.55306,49.2875,1
16.69556,49.51,1
17.12944,49.47222,1
16.00361,48.84389,1
17.64167,48.92083,1
16.65917,49.30083,1
16.7525,49.19278,1
16.80333,49.21722,1
16.40028,49.61167,1
16.05111,48.8625,1
16.01444,48.84139,1
16.00417,49.16278,1
-6.71,43.04,1
-5.88,40.25,1
-6.7,43.03,1
-7.71,40.35,1
-5.79,40.3,1
39.263703,54.925546,1
15.016667,40.866667,1
36.510395,55.751028,1
38.296932,55.455954,1
37.594442,54.857146,1
37.604227,55.840434,1
37.549544,54.854182,1
36.8405,55.507167,1
37.806667,55.684667,1
36.972012,56.183972,1
36.767803,56.232111,1
36.718111,55.685037,1
37.7909,55.724664,1
36.97154,56.184235,1
37.078364,55.678754,1
37.033333,55.733333,1
36.51098,55.751372,1
37.619025,55.565393,1
37.55752,54.859186,1
37.865867,56.018549,1
37.616332,55.843394,1
36.190024,55.561553,1
37.561741,55.549869,1
37.4846,55.55,1
38.159389,55.592156,1
37.619588,55.843355,1
37.076792,55.796635,1
38.163479,55.597342,1
38.150986,54.944088,1
37.796833,55.688333,1
38.87392,55.392177,1
37.579273,55.603775,1
37.0535,55.823,1
37.089897,55.66392,1
37.827333,55.684333,1
37.80665,55.684667,1
37.626953,55.562707,1
36.510041,55.569047,1
37.325003,55.733355,1
37.099972,55.642469,1
37.854504,55.703306,1
36.982264,56.185842,1
36.684472,55.680498,1
37.598286,56.531293,1
38.156633,56.054764,1
37.748735,55.92818,1
38.781618,55.503364,1
37.723667,55.9505,1
22.15,38.7,1
6.01782,49.4733,1
6.0111,49.4624,1
6.02936,49.7445,1
6.35435,49.4702,1
5.9464,49.6815,1
6.24874,49.8462,1
6.21669,49.7716,1
9.588977,60.89966,1
10.46469,61.146159,1
10.763066,59.828121,1
16.81417,48.965,1
16.96278,49.31556,1
16.02333,48.84361,1
16.63778,48.80556,1
16.00583,48.84139,1
16.01667,48.84472,1
16.50444,49.22083,1
18.76583,49.6225,1
15.78972,49.37722,1
15.78194,48.95417,1
17.69083,49.57917,1
17.625,49.54778,1
18.12639,49.59611,1
17.29972,48.95167,1
16.57778,49.31222,1
16.81611,49.29083,1
16.92306,48.94139,1
17.30889,49.53833,1
16.41333,49.16861,1
14.89756,50.41089,1
16.98333,49.26667,1
16.00944,49.84583,1
17.00528,49.21861,1
16.38944,49.51167,1
16.9925,49.28028,1
18.33167,49.56056,1
16.54139,49.19444,1
16.14444,49.65528,1
16.04889,48.85556,1
16.34583,49.15917,1
16.92306,49.19194,1
16.62972,48.78972,1
14.57889,50.67722,1
16.73472,49.37,1
16.98167,49.19667,1
16.95944,49.37556,1
14.32333,50.09944,1
17.21417,50.10194,1
16.03889,48.85556,1
18.34389,49.62,1
16.03222,48.83472,1
16.98778,49.29694,1
16.42361,49.91139,1
16.97778,48.94444,1
16.28028,49.41028,1
18.36694,49.66583,1
16.66028,49.19417,1
17.29111,48.95833,1
17.01417,49.32944,1
14.85111,50.695,1
18.325,49.70611,1
15.59472,49.17861,1
16.64333,48.94306,1
16.21444,49.77417,1
16.03444,48.85444,1
16.09083,48.84389,1
16.08139,49.61139,1
15.95611,48.84917,1
17.01028,49.24361,1
16.37556,49.18194,1
17.47611,49.54528,1
17.00389,49.70056,1
18.35583,49.61778,1
16.80389,48.91389,1
18.13917,49.48611,1
16.34556,50.37944,1
16.33306,49.55,1
16.56778,49.18333,1
14.64444,50.84667,1
16.37389,49.12722,1
17.22556,49.13083,1
18.01444,49.43417,1
16.38917,49.14083,1
17.71333,49.08389,1
17.09778,49.45556,1
16.32972,49.45667,1
16.93667,49.27667,1
16.26583,49.10139,1
16.56556,49.19167,1
16.99639,49.54139,1
16.01389,48.83472,1
18.41028,49.66722,1
16.00222,48.83278,1
15.61361,49.66444,1
14.92389,50.40667,1
17.05778,49.33444,1
18.3025,49.53806,1
17.32472,49.52,1
16.64639,49.19583,1
17.8725,49.38389,1
18.40222,49.57333,1
17.28139,49.12889,1
18.44389,49.55417,1
16.25,49.50917,1
17.39056,49.5875,1
16.10556,48.84,1
15.27917,49.16389,1
16.39222,49.14722,1
16.005,48.84111,1
16.90167,49.24417,1
17.15556,49.06,1
18.28639,49.545,1
16.03889,48.84583,1
15.815,48.88944,1
16.12311,48.83717,1
17.29306,49.35278,1
18.51528,49.65111,1
18.37306,49.69889,1
16.3425,49.08917,1
18.28639,49.545,1
16.77417,48.77722,1
16.0475,48.87083,1
16.62667,49.17083,1
16.50444,49.22056,1
16.01944,48.82639,1
16.56722,49.22611,1
17.08389,49.30639,1
12.70639,49.93528,1
16.0875,48.86722,1
17.30694,50.07306,1
16.97222,49.31556,1
17.00028,49.23056,1
18.39333,49.67778,1
17.22583,49.5725,1
14.87944,50.43,1
16.8525,48.76111,1
16.84333,48.99833,1
15.995,48.84,1
16.28139,49.63389,1
13.42583,49.3425,1
18.36389,49.66806,1
18.10528,49.84389,1
16.00083,48.81667,1
16.73167,48.76333,1
16.55083,49.18417,1
13.31278,49.10472,1
17.16944,49.55889,1
16.03722,48.85778,1
18.41361,49.57222,1
16.00222,48.84333,1
14.92056,50.42528,1
16.00333,48.84333,1
16.98444,49.19722,1
15.48444,49.23111,1
16.00694,49.03889,1
17.98667,49.22528,1
16.56611,49.19861,1
16.1725,48.80389,1
16.89861,49.44417,1
16.97972,49.29444,1
14.89833,50.45833,1
17.06444,49.42056,1
16.03111,48.85528,1
16.04333,48.85194,1
14.91306,50.40972,1
14.89194,50.42389,1
17.62833,49.51778,1
16.12361,48.82972,1
16.115,48.83528,1
16.54167,49.19389,1
16.04778,48.87222,1
16.38694,49.21333,1
16.53,49.17556,1
13.3775,49.7475,1
18.42194,49.66278,1
17.10472,50.16944,1
13.35194,49.69694,1
17.01583,49.24389,1
17.03333,49.21667,1
17.38,49.57278,1
16.76806,49.11444,1
16.67194,49.22333,1
16.38361,49.89917,1
16.00944,48.83472,1
16.53694,48.84833,1
17.14472,49.45667,1
15.26306,50.59444,1
16.24083,49.14056,1
17.07222,49.34028,1
18.27417,49.43889,1
16.03444,48.86194,1
14.58167,50.85722,1
16.91361,49.24667,1
16.5275,49.17528,1
16.58556,49.19444,1
16.58083,49.55333,1
16.34778,49.87472,1
17.91611,49.26472,1
16.05,48.83333,1
17.04361,49.58333,1
17.98889,49.47778,1
18.40444,49.66917,1
16.98917,49.53194,1
16.68944,49.76667,1
16.9925,49.28028,1
16.03722,48.88556,1
15.67444,48.91111,1
16.20361,49.58778,1
18.35556,49.68528,1
16.0725,48.85722,1
13.3975,49.81333,1
16.675,49.19,1
14.9225,50.39278,1
18.46417,49.40556,1
16.02417,48.84139,1
16.41889,49.4,1
18.06028,49.31028,1
16.30556,49.90333,1
18.29694,49.55278,1
16.575,49.19611,1
17.15611,48.91417,1
16.535,49.59611,1
18.12,49.40083,1
13.40278,49.80639,1
16.96667,49.3675,1
17.71667,49.56667,1
16.28833,49.17083,1
17.69444,49.54944,1
16.28472,49.84361,1
16.0175,48.82083,1
17.11139,49.47861,1
16.97639,50.01028,1
16.68028,49.21667,1
17.42417,49.29667,1
16.01111,48.83972,1
16.6425,49.21056,1
18.36861,49.71833,1
16.41583,49.35778,1
16.03833,48.85611,1
17.02194,49.24806,1
18.34444,49.71167,1
18.15889,49.91472,1
15.78111,48.915,1
18.52722,49.62222,1
15.78167,49.63583,1
16.0975,49.64111,1
17.17944,49.57194,1
16.04361,48.85389,1
14.89944,50.43278,1
16.97972,49.98083,1
15.96806,48.82722,1
13.51111,49.81139,1
15.49083,49.07722,1
17.53639,49.54611,1
16.89944,50.03333,1
16.18472,49.11111,1
16.03694,48.85556,1
16.51722,49.19639,1
17.18194,50.11167,1
17.36667,50.13333,1
13.42778,49.76694,1
16.57833,49.54833,1
16.66583,49.23861,1
16.75528,49.19333,1
16.96556,49.31222,1
14.8375,50.94278,1
16.07361,48.8575,1
16.01,48.79306,1
17.265,49.6175,1
16.89694,49.27333,1
16.54806,49.12944,1
16.0475,48.8725,1
16.96278,49.31556,1
16.32917,49.07111,1
13.55861,49.25528,1
16.82972,49.0125,1
18.33333,49.7,1
18.27139,49.69083,1
15.47861,49.32139,1
16.97056,49.96528,1
16.58306,49.91889,1
15.31889,49.00917,1
16.75694,49.19306,1
16.66917,49.24778,1
16.01,48.80472,1
16.05528,48.85111,1
16.74917,49.60972,1
16.82361,49.50806,1
17.26944,48.95028,1
16.6725,49.12194,1
16.48389,49.31917,1
15.76,49.24389,1
17.55833,49.56083,1
17.18361,49.55139,1
15.71306,49.62917,1
17.05056,49.59139,1
17.18917,49.15417,1
16.01972,48.81972,1
16.99417,49.54056,1
16.64306,48.94417,1
16.20944,49.75306,1
16.11639,48.84722,1
16.24306,49.89417,1
17.58639,49.5275,1
14.82861,50.29583,1
18.30556,49.56944,1
17.28556,48.95667,1
16.55111,49.25944,1
16.05667,48.83389,1
16.3375,49.93528,1
18.32083,49.70944,1
16.33139,49.86639,1
17.51944,48.88944,1
18.36472,49.71889,1
17.04833,49.6275,1
16.5525,49.18306,1
17.00592,49.24158,1
16.03222,48.84528,1
16.5625,49.18167,1
16.66361,49.22139,1
14.89778,50.43528,1
18.4125,49.51944,1
16.33056,49.12861,1
16.09833,48.82944,1
15.63333,49.40417,1
18.42167,49.53389,1
16.415,49.35694,1
18.36889,49.64944,1
17.03861,50.19861,1
16.55278,49.18472,1
16.01417,48.82806,1
18.32056,49.71028,1
16.97861,49.19694,1
16.275,49.37056,1
16.35944,48.98389,1
15.70083,48.94111,1
17.05806,49.33444,1
13.41389,49.77222,1
18.34889,49.695,1
16.41222,49.28444,1
16.60806,49.19528,1
16.48056,49.06639,1
16.58056,49.15583,1
16.95917,49.54472,1
16.0375,48.86,1
17.05833,49.51389,1
15.60083,50.73472,1
16.10889,49.65917,1
18.37167,49.70111,1
16.89639,49.19417,1
15.55306,49.68083,1
17.58,49.49389,1
17.01139,49.70861,1
16.9625,49.1925,1
16.21056,49.47694,1
18.37056,49.69611,1
17.04056,50.03194,1
16.08694,49.55806,1
14.96472,50.86111,1
16.73306,49.25778,1
17.11111,50.31028,1
16.01,48.80333,1
15.72361,49.46556,1
17.05639,49.63222,1
17.56,49.55694,1
16.48111,49.07417,1
18.41139,49.66417,1
16.7225,49.19944,1
16.18778,48.82389,1
18.40972,49.52972,1
17.12972,49.3225,1
16.58694,49.26833,1
17.83111,48.97194,1
16.49528,49.32556,1
17.41083,49.50111,1
16.7725,49.40667,1
16.00972,48.80417,1
17.28861,48.96056,1
16.18778,50.38333,1
16.99611,49.085,1
17.52722,48.86889,1
17.95583,48.90083,1
19.8175,48.18722,1
14.24778,49.94778,1
17.56306,48.87111,1
14.67389,48.61333,1
17.41889,48.85722,1
20.46944,48.48056,1
20.77444,48.98278,1
16.07667,49.39528,1
14.76194,49.07056,1
16.09667,48.82917,1
14.58861,48.96028,1
19.34222,49.15139,1
15.79306,49.77611,1
20.50722,48.54944,1
15.6,48.94333,1
18.04361,49.06056,1
16.07222,49.40417,1
16.00889,48.82028,1
14.60778,50.60889,1
21.76944,48.41556,1
17.29083,48.95833,1
14.0875,49.92667,1
16.48472,49.30333,1
18.67806,47.90694,1
16.36861,49.97639,1
17.00167,49.00583,1
13.77111,50.40583,1
16.52444,49.19639,1
15.29583,49.62111,1
18.15139,49.35667,1
14.77278,50.8,1
16.64306,48.865,1
16.75278,48.965,1
17.095,48.8775,1
16.38889,48.80972,1
15.40333,50.58806,1
17.25917,48.92194,1
15.99861,48.8125,1
16.805,48.80028,1
16.15528,48.82028,1
15.81194,49.91389,1
17.25278,48.91861,1
16.75306,48.96361,1
16.625,48.82083,1
15.7175,50.10667,1
16.64389,48.86417,1
16.75306,48.7275,1
14.805,50.51472,1
16.71944,48.84417,1
16.63944,48.81694,1
15.78889,49.89333,1
16.65056,48.86667,1
15.94444,48.83,1
18.66861,49.60861,1
16.09694,48.89639,1
18.80194,49.65167,1
16.83417,48.75806,1
16.01306,48.92444,1
