lon,lat,verified
13.09562,55.96992,1
18.37562,57.32117,1
8.45504,61.19094,1
14.16957,59.76306,1
29.188889,65.964444,1
16.69489,58.54533,1
17.89873,62.67953,1
14.96075,58.57211,1
13.02215,55.7211,1
17.26564,59.83639,1
17.45739,58.85403,1
13.193147,55.704215,1
14.42223,56.34152,1
13.07522,55.67086,1
14.99697,60.82217,1
16.82595,57.01846,1
16.10622,58.59592,1
15.27766,56.19628,1
13.77918,58.68855,1
9.85,56.833889,1
15.175,61.72649,1
16.2075,58.58556,1
15.48498,56.16132,1
18.29871,57.64603,1
16.30278,59.09739,1
12.45089,56.93126,1
13.550428,58.161357,1
13.22491,56.07576,1
16.189225,58.590002,1
18.40648,57.73964,1
17.059459,57.244558,1
12.19346,58.24181,1
11.92736,58.33265,1
15.15178,58.34724,1
15.55077,58.73021,1
17.315787,62.476066,1
14.14805,59.31297,1
18.715727,57.892082,1
16.99825,58.79934,1
13.89702,55.94748,1
12.95671,55.77092,1
18.80227,57.70623,1
11.85239,57.66983,1
15.65343,56.32325,1
9.51846,62.53672,1
11.6909,58.46726,1
14.52673,63.19484,1
13.77195,63.4457,1
15.21336,59.24591,1
11.965181,57.704499,1
11.89423,58.94928,1
16.919361,60.153748,1
13.09942,55.70347,1
13.02635,57.70155,1
12.856235,56.673345,1
11.85802,57.67726,1
12.91061,57.70579,1
14.03421,56.25333,1
15.59364,56.1707,1
12.35321,58.7115,1
13.344033,55.664343,1
17.95661,62.81097,1
14.60035,56.35558,1
13.899,58.73517,1
17.009432,58.753584,1
17.92221,62.63908,1
18.34136,59.95768,1
15.64415,56.19883,1
15.51597,56.21197,1
13.80256,57.96932,1
14.70126,56.32612,1
12.86392,56.42889,1
13.95393,55.45329,1
16.46942,56.59609,1
14.709965,58.239765,1
12.69529,59.07999,1
15.22781,59.11237,1
18.26125,59.34362,1
11.25807,58.70525,1
6.89627,62.47619,1
13.13925,63.37867,1
15.61535,58.39942,1
13.67906,62.77453,1
17.98748,62.60622,1
12.34445,58.6723,1
18.511241,57.451957,1
13.669196,55.924466,1
14.12263,55.634915,1
13.33645,55.93731,1
14.588243,56.355502,1
17.941891,62.631051,1
13.818618,55.429296,1
25.268333,60.376944,1
18.345862,57.412792,1
9.401944,56.453056,1
12.208126,57.681478,1
14.833566,56.205714,1
13.3214,55.68815,1
16.716399,60.887258,1
15.5409,59.06724,1
14.867,59.13505,1
11.94585,57.75954,1
17.89557,60.19714,1
12.48425,58.71885,1
12.33566,58.73859,1
15.6248,58.358,1
12.09912,63.31654,1
14.91781,58.30813,1
12.7141,56.07951,1
14.862092,56.171419,1
13.18469,55.71996,1
13.34321,55.67108,1
13.30031,55.93374,1
14.104785,55.724142,1
4.1,51.91,1
5.15,52.25,1
5.2,52.13,1
4.7307,51.8906,1
15.41444,47.07528,1
16.55417,48.07639,1
18.05111,50.00097,1
11.68611,43.88,1
10.70889,44.15472,1
10.38389,44.1975,1
9.75722,46.05056,1
10.80694,44.1175,1
10.80111,44.08278,1
9.79083,46.005,1
10.69028,44.15556,1
11.62444,42.88806,1
10.63,44.12,1
10.71722,44.03667,1
87.25,51.767,1
87.183,51.8,1
87.017,52.283,1
14.84796,58.37676,1
14.98148,58.40893,1
13.340951,55.721666,1
14.286251,55.561307,1
14.14523,55.84794,1
13.26203,55.59656,1
15.39751,56.84496,1
14.25458,55.89922,1
13.42297,55.46424,1
13.97725,55.93478,1
13.94678,55.83448,1
13.42643,55.56817,1
12.928711,63.392857,1
11.175614,58.938115,1
16.450772,57.263261,1
18.77045,60.16384,1
13.906531,55.524772,1
15.450222,60.737664,1
14.03421,56.25333,1
13.09887,55.5863,1
14.22632,55.68596,1
9.838889,61.034444,1
17.62555,59.9269,1
18.390566,59.749179,1
18.439301,60.339825,1
12.78536,56.13712,1
13.82659,56.35937,1
13.02502,55.59476,1
13.7647,55.49285,1
13.08989,55.77033,1
13.83226,57.97014,1
12.279086,58.278839,1
12.703405,59.055812,1
14.48181,59.60585,1
16.46942,56.59609,1
14.43871,56.00958,1
18.531407,57.793219,1
14.02877,56.39288,1
13.17008,55.60642,1
13.822042,58.712489,1
14.16887,55.694767,1
12.849948,55.41965,1
12.99886,55.80765,1
14.18788,56.33792,1
15.69061,56.23049,1
14.29041,56.19278,1
14.45347,57.700788,1
14.26409,55.65862,1
12.9377,55.84253,1
13.11244,55.6515,1
14.06283,55.74003,1
14.1607,56.00441,1
12.532185,57.931004,1
15.62733,58.39944,1
12.633349,56.425278,1
13.818618,55.429296,1
13.64229,56.16534,1
14.082201,56.163189,1
13.76989,56.156775,1
14.00501,55.87487,1
13.33445,55.959448,1
13.78299,55.58434,1
18.27708,59.30047,1
13.621,56.3562,1
13.00025,55.46112,1
13.88371,55.43656,1
12.728153,56.435773,1
14.15263,55.78477,1
13.47711,55.82772,1
13.12635,55.62233,1
15.20728,60.53512,1
12.49815,56.29161,1
14.27991,55.58528,1
13.06121,55.59097,1
13.56204,55.66445,1
18.811554,59.987537,1
13.02215,55.7211,1
12.53701,56.24212,1
18.37158,57.61962,1
14.104785,55.724142,1
17.63442,59.86839,1
17.89557,60.19714,1
11.940152,58.347861,1
14.34568,56.4022,1
15.80128,59.39918,1
11.6909,58.46726,1
12.791624,56.370983,1
13.08309,55.65525,1
14.28798,56.17281,1
18.42294,57.74976,1
16.459866,56.577145,1
13.225203,55.512305,1
18.34136,59.95768,1
13.002764,55.60694,1
13.831679,56.179769,1
13.68025,56.03977,1
-5.76,43.0,1
-2.78,43.05,1
-1.82,40.54,1
-0.42,42.8,1
-2.5,43.1,1
